IncidentId,Factor_Type,Factor,Factor_Text
31879088,Human Factor,11,FOLLOWING TOO CLOSE
31879096,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31879098,Human Factor,26,FAILED TO KEEP PROPER LANE
31879099,Human Factor,11,FOLLOWING TOO CLOSE
31879119,Human Factor,14,INATTENTION
31879120,Human Factor,18,NOT UNDER PROPER CONTROL
31879134,Human Factor,11,FOLLOWING TOO CLOSE
31879141,Human Factor,04,DISTRACTION
31879146,Human Factor,14,INATTENTION
31879171,Human Factor,12,IMPROPER BACKING
31879461,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31879462,Human Factor,18,NOT UNDER PROPER CONTROL
31879463,Human Factor,18,NOT UNDER PROPER CONTROL
31879464,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31879468,Human Factor,20,PHYSICAL DISABILITY
31879470,Human Factor,11,FOLLOWING TOO CLOSE
31879472,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31879703,Human Factor,04,DISTRACTION
31879704,Human Factor,11,FOLLOWING TOO CLOSE
31879987,Human Factor,18,NOT UNDER PROPER CONTROL
31880169,Human Factor,14,INATTENTION
31880171,Human Factor,09,FATIGUE
31880525,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31880527,Human Factor,11,FOLLOWING TOO CLOSE
31880745,Human Factor,14,INATTENTION
31880746,Human Factor,26,FAILED TO KEEP PROPER LANE
31880749,Human Factor,14,INATTENTION
31880909,Human Factor,01,ALCOHOL INVOLVEMENT
31881004,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31881005,Human Factor,11,FOLLOWING TOO CLOSE
31881018,Human Factor,01,ALCOHOL INVOLVEMENT
31881159,Human Factor,18,NOT UNDER PROPER CONTROL
31881284,Human Factor,03,DISREGARD TRAFFIC CONTROL
31881490,Human Factor,07,EXCEEDED STATED SPEED LIMIT
31881986,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31882374,Human Factor,20,PHYSICAL DISABILITY
31882536,Human Factor,04,DISTRACTION
31883060,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31883641,Human Factor,18,NOT UNDER PROPER CONTROL
31883642,Human Factor,17,MISJUDGE CLEARANCE
31883643,Human Factor,02,CELL PHONE
31883644,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31883645,Human Factor,18,NOT UNDER PROPER CONTROL
31883651,Human Factor,26,FAILED TO KEEP PROPER LANE
31884178,Human Factor,18,NOT UNDER PROPER CONTROL
31884407,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31884653,Human Factor,18,NOT UNDER PROPER CONTROL
31884654,Human Factor,18,NOT UNDER PROPER CONTROL
31884655,Human Factor,17,MISJUDGE CLEARANCE
31884656,Human Factor,13,IMPROPER PASSING
31884659,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31884661,Human Factor,17,MISJUDGE CLEARANCE
31884959,Human Factor,11,FOLLOWING TOO CLOSE
31885083,Human Factor,17,MISJUDGE CLEARANCE
31885084,Human Factor,09,FATIGUE
31885085,Human Factor,04,DISTRACTION
31885230,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31885397,Human Factor,26,FAILED TO KEEP PROPER LANE
31885398,Human Factor,03,DISREGARD TRAFFIC CONTROL
31885463,Human Factor,14,INATTENTION
31885517,Human Factor,03,DISREGARD TRAFFIC CONTROL
31885702,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31885748,Human Factor,11,FOLLOWING TOO CLOSE
31885751,Human Factor,11,FOLLOWING TOO CLOSE
31886067,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31886102,Human Factor,09,FATIGUE
31886143,Human Factor,04,DISTRACTION
31886162,Human Factor,03,DISREGARD TRAFFIC CONTROL
31886389,Human Factor,03,DISREGARD TRAFFIC CONTROL
31886712,Human Factor,11,FOLLOWING TOO CLOSE
31886912,Human Factor,12,IMPROPER BACKING
31886917,Human Factor,17,MISJUDGE CLEARANCE
31887477,Human Factor,18,NOT UNDER PROPER CONTROL
31888087,Human Factor,26,FAILED TO KEEP PROPER LANE
31888092,Human Factor,18,NOT UNDER PROPER CONTROL
31888096,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31888097,Human Factor,03,DISREGARD TRAFFIC CONTROL
31888477,Human Factor,26,FAILED TO KEEP PROPER LANE
31888734,Human Factor,11,FOLLOWING TOO CLOSE
31888742,Human Factor,17,MISJUDGE CLEARANCE
31888744,Human Factor,17,MISJUDGE CLEARANCE
31888746,Human Factor,14,INATTENTION
31888751,Human Factor,14,INATTENTION
31888834,Human Factor,17,MISJUDGE CLEARANCE
31888835,Human Factor,17,MISJUDGE CLEARANCE
31890168,Human Factor,04,DISTRACTION
31890405,Human Factor,14,INATTENTION
31890410,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31890411,Human Factor,03,DISREGARD TRAFFIC CONTROL
31890445,Human Factor,01,ALCOHOL INVOLVEMENT
31890652,Human Factor,12,IMPROPER BACKING
31890750,Human Factor,11,FOLLOWING TOO CLOSE
31890752,Human Factor,26,FAILED TO KEEP PROPER LANE
31890755,Human Factor,02,CELL PHONE
31890808,Human Factor,26,FAILED TO KEEP PROPER LANE
31890841,Human Factor,26,FAILED TO KEEP PROPER LANE
31890844,Human Factor,17,MISJUDGE CLEARANCE
31890854,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31890920,Human Factor,12,IMPROPER BACKING
31891409,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31891879,Human Factor,05,DRUG INVOLVEMENT
31891882,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31892499,Human Factor,04,DISTRACTION
31892613,Human Factor,18,NOT UNDER PROPER CONTROL
31893053,Human Factor,04,DISTRACTION
31893159,Human Factor,12,IMPROPER BACKING
31893288,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31893656,Human Factor,14,INATTENTION
31893657,Human Factor,02,CELL PHONE
31893658,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31893736,Human Factor,12,IMPROPER BACKING
31893845,Human Factor,14,INATTENTION
31893926,Human Factor,18,NOT UNDER PROPER CONTROL
31893930,Human Factor,04,DISTRACTION
31894225,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31894417,Human Factor,01,ALCOHOL INVOLVEMENT
31894583,Human Factor,14,INATTENTION
31894585,Human Factor,13,IMPROPER PASSING
31894590,Human Factor,17,MISJUDGE CLEARANCE
31894592,Human Factor,04,DISTRACTION
31895146,Human Factor,04,DISTRACTION
31895425,Human Factor,26,FAILED TO KEEP PROPER LANE
31895426,Human Factor,18,NOT UNDER PROPER CONTROL
31895427,Human Factor,17,MISJUDGE CLEARANCE
31895428,Human Factor,18,NOT UNDER PROPER CONTROL
31895429,Human Factor,01,ALCOHOL INVOLVEMENT
31895430,Human Factor,11,FOLLOWING TOO CLOSE
31895949,Human Factor,18,NOT UNDER PROPER CONTROL
31896391,Human Factor,11,FOLLOWING TOO CLOSE
31896476,Human Factor,11,FOLLOWING TOO CLOSE
31896514,Human Factor,17,MISJUDGE CLEARANCE
31896655,Human Factor,14,INATTENTION
31896692,Human Factor,14,INATTENTION
31896770,Human Factor,17,MISJUDGE CLEARANCE
31896947,Human Factor,12,IMPROPER BACKING
31897001,Human Factor,14,INATTENTION
31897009,Human Factor,14,INATTENTION
31897200,Human Factor,14,INATTENTION
31897261,Human Factor,18,NOT UNDER PROPER CONTROL
31897307,Human Factor,01,ALCOHOL INVOLVEMENT
31897544,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31897807,Human Factor,14,INATTENTION
31898348,Human Factor,14,INATTENTION
31898466,Human Factor,07,EXCEEDED STATED SPEED LIMIT
31898565,Human Factor,11,FOLLOWING TOO CLOSE
31898841,Human Factor,17,MISJUDGE CLEARANCE
31899142,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31899143,Human Factor,26,FAILED TO KEEP PROPER LANE
31899144,Human Factor,11,FOLLOWING TOO CLOSE
31899185,Human Factor,03,DISREGARD TRAFFIC CONTROL
31899260,Human Factor,17,MISJUDGE CLEARANCE
31899317,Human Factor,04,DISTRACTION
31899998,Human Factor,11,FOLLOWING TOO CLOSE
31900003,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31900090,Human Factor,26,FAILED TO KEEP PROPER LANE
31900210,Human Factor,12,IMPROPER BACKING
31900211,Human Factor,22,TOO FAST FOR CONDITIONS
31900267,Human Factor,14,INATTENTION
31900283,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31900334,Human Factor,14,INATTENTION
31900477,Human Factor,12,IMPROPER BACKING
31900591,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31900715,Human Factor,14,INATTENTION
31900888,Human Factor,01,ALCOHOL INVOLVEMENT
31900894,Human Factor,12,IMPROPER BACKING
31901457,Human Factor,26,FAILED TO KEEP PROPER LANE
31901818,Human Factor,26,FAILED TO KEEP PROPER LANE
31902256,Human Factor,17,MISJUDGE CLEARANCE
31902574,Human Factor,17,MISJUDGE CLEARANCE
31903157,Human Factor,03,DISREGARD TRAFFIC CONTROL
31904014,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31904015,Human Factor,12,IMPROPER BACKING
31904020,Human Factor,03,DISREGARD TRAFFIC CONTROL
31904021,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31904022,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31904124,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31904126,Human Factor,11,FOLLOWING TOO CLOSE
31904133,Human Factor,03,DISREGARD TRAFFIC CONTROL
31904447,Human Factor,26,FAILED TO KEEP PROPER LANE
31904481,Human Factor,12,IMPROPER BACKING
31904701,Human Factor,18,NOT UNDER PROPER CONTROL
31905330,Human Factor,14,INATTENTION
31905334,Human Factor,12,IMPROPER BACKING
31905466,Human Factor,14,INATTENTION
31905754,Human Factor,11,FOLLOWING TOO CLOSE
31905756,Human Factor,17,MISJUDGE CLEARANCE
31905797,Human Factor,17,MISJUDGE CLEARANCE
31905799,Human Factor,26,FAILED TO KEEP PROPER LANE
31905833,Human Factor,14,INATTENTION
31905920,Human Factor,17,MISJUDGE CLEARANCE
31905922,Human Factor,04,DISTRACTION
31906297,Human Factor,01,ALCOHOL INVOLVEMENT
31906674,Human Factor,01,ALCOHOL INVOLVEMENT
31907602,Human Factor,26,FAILED TO KEEP PROPER LANE
31908031,Human Factor,14,INATTENTION
31908032,Human Factor,12,IMPROPER BACKING
31908033,Human Factor,18,NOT UNDER PROPER CONTROL
31908175,Human Factor,11,FOLLOWING TOO CLOSE
31908883,Human Factor,12,IMPROPER BACKING
31908936,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31908938,Human Factor,17,MISJUDGE CLEARANCE
31908939,Human Factor,17,MISJUDGE CLEARANCE
31909271,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31909272,Human Factor,03,DISREGARD TRAFFIC CONTROL
31909273,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31909274,Human Factor,11,FOLLOWING TOO CLOSE
31909275,Human Factor,17,MISJUDGE CLEARANCE
31909278,Human Factor,17,MISJUDGE CLEARANCE
31909311,Human Factor,11,FOLLOWING TOO CLOSE
31909318,Human Factor,14,INATTENTION
31909321,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31909523,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31909698,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31909702,Human Factor,17,MISJUDGE CLEARANCE
31909705,Human Factor,04,DISTRACTION
31909708,Human Factor,18,NOT UNDER PROPER CONTROL
31909710,Human Factor,12,IMPROPER BACKING
31909711,Human Factor,12,IMPROPER BACKING
31909712,Human Factor,18,NOT UNDER PROPER CONTROL
31910210,Human Factor,11,FOLLOWING TOO CLOSE
31910211,Human Factor,11,FOLLOWING TOO CLOSE
31910530,Human Factor,01,ALCOHOL INVOLVEMENT
31910532,Human Factor,17,MISJUDGE CLEARANCE
31910533,Human Factor,18,NOT UNDER PROPER CONTROL
31910829,Human Factor,11,FOLLOWING TOO CLOSE
31911248,Human Factor,03,DISREGARD TRAFFIC CONTROL
31911497,Human Factor,18,NOT UNDER PROPER CONTROL
31911511,Human Factor,03,DISREGARD TRAFFIC CONTROL
31911701,Human Factor,12,IMPROPER BACKING
31911822,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31911838,Human Factor,04,DISTRACTION
31912702,Human Factor,18,NOT UNDER PROPER CONTROL
31913564,Human Factor,18,NOT UNDER PROPER CONTROL
31913987,Human Factor,17,MISJUDGE CLEARANCE
31913989,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31913993,Human Factor,11,FOLLOWING TOO CLOSE
31913994,Human Factor,17,MISJUDGE CLEARANCE
31913995,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31913997,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31913999,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31914000,Human Factor,18,NOT UNDER PROPER CONTROL
31914002,Human Factor,11,FOLLOWING TOO CLOSE
31914456,Human Factor,04,DISTRACTION
31915008,Human Factor,11,FOLLOWING TOO CLOSE
31915677,Human Factor,04,DISTRACTION
31916670,Human Factor,26,FAILED TO KEEP PROPER LANE
31916719,Human Factor,03,DISREGARD TRAFFIC CONTROL
31917109,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31917111,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31917118,Human Factor,26,FAILED TO KEEP PROPER LANE
31918031,Human Factor,18,NOT UNDER PROPER CONTROL
31918144,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31918151,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31918243,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31918245,Human Factor,11,FOLLOWING TOO CLOSE
31918248,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31918417,Human Factor,04,DISTRACTION
31918440,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31919470,Human Factor,22,TOO FAST FOR CONDITIONS
31919471,Human Factor,17,MISJUDGE CLEARANCE
31919482,Human Factor,11,FOLLOWING TOO CLOSE
31919484,Human Factor,09,FATIGUE
31919486,Human Factor,26,FAILED TO KEEP PROPER LANE
31919488,Human Factor,17,MISJUDGE CLEARANCE
31919490,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31919730,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31919768,Human Factor,26,FAILED TO KEEP PROPER LANE
31919769,Human Factor,10,FELL ASLEEP
31919770,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31920024,Human Factor,14,INATTENTION
31920028,Human Factor,11,FOLLOWING TOO CLOSE
31920041,Human Factor,12,IMPROPER BACKING
31920145,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31920147,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31920334,Human Factor,26,FAILED TO KEEP PROPER LANE
31920337,Human Factor,11,FOLLOWING TOO CLOSE
31920341,Human Factor,12,IMPROPER BACKING
31920639,Human Factor,17,MISJUDGE CLEARANCE
31921056,Human Factor,14,INATTENTION
31921926,Human Factor,14,INATTENTION
31922670,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31922672,Human Factor,11,FOLLOWING TOO CLOSE
31922675,Human Factor,10,FELL ASLEEP
31922907,Human Factor,11,FOLLOWING TOO CLOSE
31922912,Human Factor,05,DRUG INVOLVEMENT
31922921,Human Factor,04,DISTRACTION
31922969,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31923200,Human Factor,18,NOT UNDER PROPER CONTROL
31923203,Human Factor,18,NOT UNDER PROPER CONTROL
31923312,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31923348,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31923350,Human Factor,11,FOLLOWING TOO CLOSE
31923455,Human Factor,04,DISTRACTION
31923456,Human Factor,14,INATTENTION
31923518,Human Factor,11,FOLLOWING TOO CLOSE
31923661,Human Factor,26,FAILED TO KEEP PROPER LANE
31924108,Human Factor,26,FAILED TO KEEP PROPER LANE
31924148,Human Factor,17,MISJUDGE CLEARANCE
31924303,Human Factor,17,MISJUDGE CLEARANCE
31924304,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31924308,Human Factor,12,IMPROPER BACKING
31924310,Human Factor,12,IMPROPER BACKING
31924311,Human Factor,14,INATTENTION
31924636,Human Factor,14,INATTENTION
31924847,Human Factor,03,DISREGARD TRAFFIC CONTROL
31925406,Human Factor,01,ALCOHOL INVOLVEMENT
31925533,Human Factor,04,DISTRACTION
31925534,Human Factor,01,ALCOHOL INVOLVEMENT
31925535,Human Factor,04,DISTRACTION
31925574,Human Factor,12,IMPROPER BACKING
31925577,Human Factor,04,DISTRACTION
31925579,Human Factor,17,MISJUDGE CLEARANCE
31925666,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31925719,Human Factor,11,FOLLOWING TOO CLOSE
31926038,Human Factor,18,NOT UNDER PROPER CONTROL
31926054,Human Factor,11,FOLLOWING TOO CLOSE
31926071,Human Factor,26,FAILED TO KEEP PROPER LANE
31926231,Human Factor,04,DISTRACTION
31926642,Human Factor,18,NOT UNDER PROPER CONTROL
31926643,Human Factor,01,ALCOHOL INVOLVEMENT
31926717,Human Factor,14,INATTENTION
31926991,Human Factor,17,MISJUDGE CLEARANCE
31927479,Human Factor,17,MISJUDGE CLEARANCE
31928060,Human Factor,17,MISJUDGE CLEARANCE
31928204,Human Factor,01,ALCOHOL INVOLVEMENT
31928258,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31928382,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31928417,Human Factor,14,INATTENTION
31928711,Human Factor,14,INATTENTION
31928815,Human Factor,05,DRUG INVOLVEMENT
31928818,Human Factor,14,INATTENTION
31928821,Human Factor,17,MISJUDGE CLEARANCE
31928822,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31928940,Human Factor,11,FOLLOWING TOO CLOSE
31928947,Human Factor,23,TURNING IMPROPERLY
31929038,Human Factor,03,DISREGARD TRAFFIC CONTROL
31929086,Human Factor,18,NOT UNDER PROPER CONTROL
31929190,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31929295,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31929302,Human Factor,26,FAILED TO KEEP PROPER LANE
31929888,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31929891,Human Factor,12,IMPROPER BACKING
31929937,Human Factor,07,EXCEEDED STATED SPEED LIMIT
31930172,Human Factor,14,INATTENTION
31930174,Human Factor,12,IMPROPER BACKING
31930271,Human Factor,19,OVERCORRECTING/OVERSTEERING
31930286,Human Factor,01,ALCOHOL INVOLVEMENT
31930287,Human Factor,14,INATTENTION
31930770,Human Factor,17,MISJUDGE CLEARANCE
31930772,Human Factor,04,DISTRACTION
31932778,Human Factor,18,NOT UNDER PROPER CONTROL
31933484,Human Factor,14,INATTENTION
31933501,Human Factor,21,SICK
31933713,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31933716,Human Factor,14,INATTENTION
31933739,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31933741,Human Factor,11,FOLLOWING TOO CLOSE
31933742,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31933743,Human Factor,04,DISTRACTION
31933746,Human Factor,13,IMPROPER PASSING
31933758,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31934733,Human Factor,01,ALCOHOL INVOLVEMENT
31934982,Human Factor,04,DISTRACTION
31935118,Human Factor,11,FOLLOWING TOO CLOSE
31935120,Human Factor,14,INATTENTION
31935137,Human Factor,26,FAILED TO KEEP PROPER LANE
31935138,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31935500,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31936186,Human Factor,19,OVERCORRECTING/OVERSTEERING
31936308,Human Factor,17,MISJUDGE CLEARANCE
31936395,Human Factor,17,MISJUDGE CLEARANCE
31936403,Human Factor,17,MISJUDGE CLEARANCE
31937079,Human Factor,18,NOT UNDER PROPER CONTROL
31937100,Human Factor,12,IMPROPER BACKING
31937127,Human Factor,26,FAILED TO KEEP PROPER LANE
31937128,Human Factor,11,FOLLOWING TOO CLOSE
31937146,Human Factor,26,FAILED TO KEEP PROPER LANE
31937160,Human Factor,18,NOT UNDER PROPER CONTROL
31937163,Human Factor,18,NOT UNDER PROPER CONTROL
31937174,Human Factor,12,IMPROPER BACKING
31937339,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31937484,Human Factor,11,FOLLOWING TOO CLOSE
31937485,Human Factor,13,IMPROPER PASSING
31937667,Human Factor,14,INATTENTION
31937923,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31938276,Human Factor,14,INATTENTION
31938277,Human Factor,26,FAILED TO KEEP PROPER LANE
31938352,Human Factor,18,NOT UNDER PROPER CONTROL
31938687,Human Factor,02,CELL PHONE
31939067,Human Factor,17,MISJUDGE CLEARANCE
31939071,Human Factor,03,DISREGARD TRAFFIC CONTROL
31939073,Human Factor,04,DISTRACTION
31939077,Human Factor,11,FOLLOWING TOO CLOSE
31939080,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31939095,Human Factor,12,IMPROPER BACKING
31939098,Human Factor,14,INATTENTION
31939099,Human Factor,04,DISTRACTION
31939177,Human Factor,12,IMPROPER BACKING
31939300,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31949398,Human Factor,14,INATTENTION
31949714,Human Factor,17,MISJUDGE CLEARANCE
31950308,Human Factor,01,ALCOHOL INVOLVEMENT
31950952,Human Factor,14,INATTENTION
31951240,Human Factor,11,FOLLOWING TOO CLOSE
31951258,Human Factor,17,MISJUDGE CLEARANCE
31951259,Human Factor,17,MISJUDGE CLEARANCE
31951261,Human Factor,14,INATTENTION
31952173,Human Factor,04,DISTRACTION
31953561,Human Factor,11,FOLLOWING TOO CLOSE
31953622,Human Factor,14,INATTENTION
31953626,Human Factor,11,FOLLOWING TOO CLOSE
31953631,Human Factor,03,DISREGARD TRAFFIC CONTROL
31953687,Human Factor,04,DISTRACTION
31954058,Human Factor,12,IMPROPER BACKING
31954060,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31954061,Human Factor,03,DISREGARD TRAFFIC CONTROL
31954062,Human Factor,18,NOT UNDER PROPER CONTROL
31954063,Human Factor,03,DISREGARD TRAFFIC CONTROL
31954064,Human Factor,14,INATTENTION
31954066,Human Factor,17,MISJUDGE CLEARANCE
31954067,Human Factor,03,DISREGARD TRAFFIC CONTROL
31954073,Human Factor,04,DISTRACTION
31954165,Human Factor,11,FOLLOWING TOO CLOSE
31954166,Human Factor,17,MISJUDGE CLEARANCE
31954167,Human Factor,17,MISJUDGE CLEARANCE
31954168,Human Factor,04,DISTRACTION
31954184,Human Factor,17,MISJUDGE CLEARANCE
31954185,Human Factor,14,INATTENTION
31954197,Human Factor,11,FOLLOWING TOO CLOSE
31964662,Human Factor,18,NOT UNDER PROPER CONTROL
31964785,Human Factor,04,DISTRACTION
31964891,Human Factor,03,DISREGARD TRAFFIC CONTROL
31964892,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31964916,Human Factor,14,INATTENTION
31964918,Human Factor,11,FOLLOWING TOO CLOSE
31964922,Human Factor,17,MISJUDGE CLEARANCE
31964923,Human Factor,11,FOLLOWING TOO CLOSE
31965029,Human Factor,04,DISTRACTION
31965065,Human Factor,17,MISJUDGE CLEARANCE
31965081,Human Factor,03,DISREGARD TRAFFIC CONTROL
31965082,Human Factor,11,FOLLOWING TOO CLOSE
31965089,Human Factor,15,LOST CONSCIOUSNESS/FAINTED
31965091,Human Factor,17,MISJUDGE CLEARANCE
31966179,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31966661,Human Factor,17,MISJUDGE CLEARANCE
31966662,Human Factor,12,IMPROPER BACKING
31967148,Human Factor,03,DISREGARD TRAFFIC CONTROL
31967818,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31967903,Human Factor,17,MISJUDGE CLEARANCE
31967998,Human Factor,22,TOO FAST FOR CONDITIONS
31968657,Human Factor,12,IMPROPER BACKING
31968658,Human Factor,26,FAILED TO KEEP PROPER LANE
31969099,Human Factor,03,DISREGARD TRAFFIC CONTROL
31969131,Human Factor,04,DISTRACTION
31969472,Human Factor,13,IMPROPER PASSING
31969476,Human Factor,17,MISJUDGE CLEARANCE
31969482,Human Factor,17,MISJUDGE CLEARANCE
31969485,Human Factor,04,DISTRACTION
31969487,Human Factor,14,INATTENTION
31969488,Human Factor,11,FOLLOWING TOO CLOSE
31969674,Human Factor,14,INATTENTION
31969855,Human Factor,02,CELL PHONE
31970052,Human Factor,02,CELL PHONE
31970662,Human Factor,12,IMPROPER BACKING
31970686,Human Factor,14,INATTENTION
31970696,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31971008,Human Factor,23,TURNING IMPROPERLY
31971089,Human Factor,01,ALCOHOL INVOLVEMENT
31971913,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31971914,Human Factor,11,FOLLOWING TOO CLOSE
31972065,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31972066,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31972092,Human Factor,14,INATTENTION
31972281,Human Factor,18,NOT UNDER PROPER CONTROL
31972675,Human Factor,14,INATTENTION
31972832,Human Factor,11,FOLLOWING TOO CLOSE
31972834,Human Factor,04,DISTRACTION
31972835,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31972836,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31972837,Human Factor,11,FOLLOWING TOO CLOSE
31972843,Human Factor,02,CELL PHONE
31973240,Human Factor,26,FAILED TO KEEP PROPER LANE
31973273,Human Factor,12,IMPROPER BACKING
31973313,Human Factor,11,FOLLOWING TOO CLOSE
31973321,Human Factor,03,DISREGARD TRAFFIC CONTROL
31973438,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31973440,Human Factor,17,MISJUDGE CLEARANCE
31973479,Human Factor,11,FOLLOWING TOO CLOSE
31973482,Human Factor,11,FOLLOWING TOO CLOSE
31973627,Human Factor,03,DISREGARD TRAFFIC CONTROL
31973644,Human Factor,04,DISTRACTION
31974270,Human Factor,01,ALCOHOL INVOLVEMENT
31974305,Human Factor,17,MISJUDGE CLEARANCE
31974466,Human Factor,26,FAILED TO KEEP PROPER LANE
31974586,Human Factor,01,ALCOHOL INVOLVEMENT
31974587,Human Factor,01,ALCOHOL INVOLVEMENT
31974589,Human Factor,04,DISTRACTION
31974591,Human Factor,04,DISTRACTION
31974710,Human Factor,01,ALCOHOL INVOLVEMENT
31975009,Human Factor,11,FOLLOWING TOO CLOSE
31975116,Human Factor,09,FATIGUE
31975418,Human Factor,14,INATTENTION
31975548,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31975550,Human Factor,03,DISREGARD TRAFFIC CONTROL
31975591,Human Factor,03,DISREGARD TRAFFIC CONTROL
31975593,Human Factor,17,MISJUDGE CLEARANCE
31975744,Human Factor,17,MISJUDGE CLEARANCE
31976086,Human Factor,14,INATTENTION
31976230,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31976391,Human Factor,11,FOLLOWING TOO CLOSE
31976393,Human Factor,08,FAILED TO YIELD RIGHT OF WAY
31976394,Human Factor,11,FOLLOWING TOO CLOSE
31976396,Human Factor,17,MISJUDGE CLEARANCE
31976406,Human Factor,02,CELL PHONE
31976578,Human Factor,04,DISTRACTION
31976579,Human Factor,04,DISTRACTION
31976831,Human Factor,01,ALCOHOL INVOLVEMENT
31976832,Human Factor,23,TURNING IMPROPERLY
31976833,Human Factor,13,IMPROPER PASSING
31976885,Human Factor,18,NOT UNDER PROPER CONTROL
